NIS;CATEGORIA;TIPO;RUBRO;DENOMINACION;PROVINCIA;PARTIDO;LOCALIDAD;CALLE;NUMERO;TITULAR;DDN;TELEFONO1;FAX;AREA;ZONA;NIS DEPENDENCIA;NOMBRE DEPENDENCIA;REGION;CATEGORIA DE SUCURSAL;EN RED;LIQUIDACION;EXENTO;DIVISION;SOCIEDAD;ALMACEN;CENTRO DE BENEFICIO;OFICINA DE CARGA DE CCT/ADMIN;CENTRO DE COSTO COMERCIAL;CENTRO DE COSTO COMERCIAL CORPORATIVO;CENTRO DE COSTO ELECTORAL;CENTRO DE COSTO GESTION DE RED;CENTRO DE COSTO OPERACIONES;CENTRO DE COSTO OPERATIVO;CENTRO DE COSTO RRHH;CENTRO DE COSTO SEGURIDAD;CENTRO DE COSTO ADMINISTRCION;CENTRO DE COSTO ADMISION;CENTRO DE COSTO CTP;CENTRO DE COSTO CTT;CENTRO DE COSTO TRANSPORTE;CENTRO DE COSTO LOGISTICA;Punto de Venta AUTO/AUTO;Punto de Venta CUENTA CORRIENTE;Punto de Venta MANUAL;Punto de Venta MANUAL/AUTO;Punto de Venta PLANTA MONTE GRANDE;Punto de Venta VIRTUAL;Punto de venta AUTO/AUTO;Punto de venta TERMINAL CARGA SAP;PAQAR_ADMISION;PAQAR_ENTREGA
O6105;CTP                           ;;SIN RUBRO ( SUCURSALES );CTP COMODORO RIVADAVIA;CHUBUT              ;ESCALANTE                     ;COMODORO RIVADAVIA;SAN MARTIN                                                                                  ;180;;;;;METROPOLITANA                 ;ZONA 2;;;SUR                           ;;  ;;;U952;;;9070710952;;;;;;;;;;;;52020952;;;;;;;;;;;2999; ; 
O6106;CTP                           ;;SIN RUBRO ( SUCURSALES );CTP NEUQUEN;NEUQUEN             ;CONFLUENCIA                   ;NEUQUEN;SANTA FE                                                                                    ;101;;;;;METROPOLITANA                 ;ZONA 2;;;SUR                           ;;  ;;;T951;;;9151530951;;;;;;;;;;;;52015951;;;;;;;;;;;3000; ; 
O6107;CTP                           ;;SIN RUBRO ( SUCURSALES );TRELEW;CHUBUT              ;RAWSON                        ;TRELEW;YRIGOYEN HIPOLITO                                                                           ;2800;;;;;METROPOLITANA                 ;ZONA 2;;;SUR                           ;;  ;;;U953;;;9070743953;;;;;;;;;;;;52007953;;;;;;;;;;;3001; ; 
O6108;CTP                           ;;SIN RUBRO ( SUCURSALES );CTP RIO GALLEGOS;SANTA CRUZ          ;GUER AIKE                     ;RIO GALLEGOS;KIRCHNER PRESIDENTE DOCTOR NESTOR CARLOS                                                    ;893;;;;;METROPOLITANA                 ;ZONA 2;;;SUR                           ;;  ;;;V951;;;9202017951;;;;;;;;;;;;52020951;;;;;;;;;;;3002; ; 
O6109;CTP                           ;;SIN RUBRO ( SUCURSALES );CTP USHUAIA;TIERRA DEL FUEGO    ;USHUAIA                       ;USHUAIA;SAN MARTIN GENERAL JOSE DE                                                                  ;309;;;;;METROPOLITANA                 ;ZONA 2;;;SUR                           ;;  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ; 
O6110;CTP                           ;;SIN RUBRO ( SUCURSALES );CTP BAHIA BLANCA;BUENOS AIRES        ;BAHIA BLANCA                  ;BAHIA BLANCA;MORENO                                                                                      ;34;;;;;METROPOLITANA                 ;ZONA 2;;;BUENOS AIRES - LA PAMPA       ;;  ;;;B630;;;9020209630;;;;;;;;;;;;52002630;;;;;;;;;;;3003; ; 
O6111;CTP                           ;;SIN RUBRO ( SUCURSALES );MAR DEL PLATA;BUENOS AIRES        ;GENERAL PUEYRREDON            ;MAR DEL PLATA;LURO PEDRO                                                                                  ;2460;;;;;METROPOLITANA                 ;ZONA 2;;;BUENOS AIRES - LA PAMPA       ;;  ;;;B834;;;9020253834;;;;;;;;;;;;52002834;;;;;;;;;;;3004; ; 
O6112;CTP                           ;;SIN RUBRO ( SUCURSALES );CTP MERCEDES;BUENOS AIRES        ;MERCEDES                      ;MERCEDES;29;645;;;;;METROPOLITANA                 ;ZONA 2;;;BUENOS AIRES - LA PAMPA       ;;  ;;;B826;;;9050536826;;;;;;;;;;;;52002826;;;;;;;;;;;3005; ; 
O6113;CTP                           ;;SIN RUBRO ( SUCURSALES );CTP CORDOBA;CORDOBA             ;CAPITAL                       ;CORDOBA;SANTA ROSA                                                                                  ;237;;;;;METROPOLITANA                 ;ZONA 2;;;CENTRO - NEA                  ;;  ;;;K960;;;9044100960;;;;;;;;;;;;52004960;;;;;;;;;;;3006; ; 
O6114;CTP                           ;;SIN RUBRO ( SUCURSALES );CTP SANTIAGO DEL ESTERO;SANTIAGO DEL ESTERO ;JUAN FRANCISCO BORGES         ;SANTIAGO DEL ESTERO;BUENOS AIRES                                                                                ;252;;;;;METROPOLITANA                 ;ZONA 2;;;CUYO - NOA                    ;;  ;;;J951;;;9222252951;;;;;;;;;;;;52022951;;;;;;;;;;;3007; ; 
O6115;CTP                           ;;SIN RUBRO ( SUCURSALES );CTP SALTA;SALTA               ;CAPITAL                       ;SALTA;DEAN FUNES GREGORIO                                                                         ;170;;;;;METROPOLITANA                 ;ZONA 2;;;CUYO - NOA                    ;;  ;;;P951;;;9171747951;;;;;;;;;;;;52017951;;;;;;;;;;;3008; ; 
O6116;CTP                           ;;SIN RUBRO ( SUCURSALES );CTP SAN MIGUEL DE TUCUMAN;TUCUMAN             ;CAPITAL                       ;SAN MIGUEL DE TUCUMAN;CORDOBA PROVINCIA DE                                                                        ;540;;;;;METROPOLITANA                 ;ZONA 2;;;CUYO - NOA                    ;;  ;;;A953;;;9242486953;;;;;;;;;;;;52024953;;;;;;;;;;;3009; ; 
O6117;CTP                           ;;SIN RUBRO ( SUCURSALES );CTP CORRIENTES;CORRIENTES          ;CAPITAL                       ;CORRIENTES;SAN JUAN                                                                                    ;1098;;;;;METROPOLITANA                 ;ZONA 2;;;CENTRO - NEA                  ;;  ;;;M951;;;9050512951;;;;;;;;;;;;52005951;;;;;;;;;;;3010; ; 
O6118;CTP                           ;;SIN RUBRO ( SUCURSALES );POSADAS;MISIONES            ;CAPITAL                       ;POSADAS;ANDRESITO COMANDANTE                                                                        ;3779;;;;;METROPOLITANA                 ;ZONA 2;;;CENTRO - NEA                  ;;  ;;;N951;;;9141456951;;;;;;;;;;;;52014951;;;;;;;;;;;3011; ; 
O6119;CTP                           ;;SIN RUBRO ( SUCURSALES );ROSARIO;SANTA FE            ;ROSARIO                       ;ROSARIO;BUENOS AIRES                                                                                ;828;;;;;METROPOLITANA                 ;ZONA 2;;;CENTRO - NEA                  ;;  ;;;E958;;;9216266958;;;;;;;;;;;;52021958;;;;;;;;;;;3012; ; 
O6120;CTP                           ;;SIN RUBRO ( SUCURSALES );SANTA FE;SANTA FE            ;LA CAPITAL                    ;SANTA FE;MENDOZA                                                                                     ;2430;;;;;METROPOLITANA                 ;ZONA 2;;;CENTRO - NEA                  ;;  ;;;E959;;;9216307959;;;;;;;;;;;;;;;;;;;;;;;3013; ; 
O6121;CTP                           ;;SIN RUBRO ( SUCURSALES );RESISTENCIA;CHACO               ;SAN FERNANDO                  ;RESISTENCIA;SARMIENTO                                                                                   ;102;;;;;METROPOLITANA                 ;ZONA 2;;;CENTRO - NEA                  ;;  ;;;C951;;;9060660951;;;;;;;;;;;;52006951;;;;;;;;;;;3014; ; 
O6122;CDD                           ;EX-CTP;SIN RUBRO ( SUCURSALES );CLOG BSAS N3;BUENOS AIRES        ;MALVINAS ARGENTINAS           ;EL TRIANGULO;;;;;;;METROPOLITANA                 ;SIN ZONA;;;METROPOLITANA                 ;;  ;;;4512;;;9253123512;;;;;;;;;;;;;;;56600512;;;;;;;;3015; ; 
O6123;CDD                           ;EX-CTP;SIN RUBRO ( SUCURSALES );USL TORTUGUITAS 1;BUENOS AIRES        ;MALVINAS ARGENTINAS           ;EL TRIANGULO;ESTADOS UNIDOS                                                                              ;4850;;;;;METROPOLITANA                 ;SIN ZONA;;;METROPOLITANA                 ;;  ;;;4513;;;9253128513;;;;;;;;;;;;;;;56600513;;;;;;;;3016; ; 
O6124;CTP                           ;;SIN RUBRO ( SUCURSALES );CTP AEROPUERTO JORGE NEWBERY;CAPITAL FEDERAL     ;CAPITAL FEDERAL               ;CIUDAD AUTONOMA BUENOS AIRES;OBLIGADO RAFAEL                                                                             ;4701;;;;;METROPOLITANA                 ;SIN ZONA;;;;;  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ; 
O6125;CTP                           ;;SIN RUBRO ( SUCURSALES );CTP AEROPUERTO EZEIZA;BUENOS AIRES        ;EZEIZA                        ;AEROPUERTO EZEIZA;RICCHERI TENIENTE GENERAL PABLO                                                             ;0;;;;;METROPOLITANA                 ;SIN ZONA;;;;;  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ; 
O6127;CTP                           ;;SIN RUBRO ( SUCURSALES );CTP-BUE GRANDES CLIENTES;BUENOS AIRES        ;ESTEBAN ECHEVERRIA            ;MONTE GRANDE;FAIR                                                                                        ;1101;;;;;METROPOLITANA                 ;SIN ZONA;;;;;  ;;;4510;;;9000000510;;;;;;;;;;;;;;;;;;;;;;;3017; ; 
O6128;CTP                           ;;SIN RUBRO ( SUCURSALES );PTA. A PTA. BAIRES;CAPITAL FEDERAL     ;CAPITAL FEDERAL               ;CIUDAD AUTONOMA BUENOS AIRES;PY COMODORO                                                                                 ;2000;;;;;METROPOLITANA                 ;SIN ZONA;;;;;  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ; 
O6129;CDP                           ;;SIN RUBRO ( SUCURSALES );CDP TRELEW;CHUBUT              ;RAWSON                        ;TRELEW;YRIGOYEN HIPOLITO                                                                           ;2811;;;;;METROPOLITANA                 ;SIN ZONA;;;;;  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ; 
O6132;CDD                           ;EX-CTP;SIN RUBRO ( SUCURSALES );CLOG RIO GALLEGOS;SANTA CRUZ          ;GUER AIKE                     ;RIO GALLEGOS;3;0;;;;;METROPOLITANA                 ;SIN ZONA;;;SUR                           ;;  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3821; ; 
O6133;CTP                           ;;SIN RUBRO ( SUCURSALES );CTP BARILOCHE;RIO NEGRO           ;BARILOCHE                     ;SAN CARLOS DE BARILOCHE;RIVADAVIA BERNARDINO                                                                        ;830;;;;;METROPOLITANA                 ;SIN ZONA;;;;;  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4231; ; 
O6134;CTP                           ;;SIN RUBRO ( SUCURSALES );CTP METRO;BUENOS AIRES        ;LA MATANZA                    ;TAPIALES;DE LA LOMA                                                                                  ;0;;;;;METROPOLITANA                 ;SIN ZONA;;;;;  ;;;4980;;;;;;;;;;;;;;;;;;;;;;;;;;; ; 
O6135;CTP                           ;;SIN RUBRO ( SUCURSALES );FULFILLMENT FRENCH;CAPITAL FEDERAL     ;CAPITAL FEDERAL               ;CIUDAD AUTONOMA BUENOS AIRES;BRANDSEN                                                                                    ;2070;;;;;METROPOLITANA                 ;SIN ZONA;;;;;  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ; 
O6136;CTP                           ;;SIN RUBRO ( SUCURSALES );CTP BUE-PAS;BUENOS AIRES        ;ESTEBAN ECHEVERRIA            ;MONTE GRANDE;FAIR                                                                                        ;1101;;;;;METROPOLITANA                 ;SIN ZONA;;;;;  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9424; ; 
O6500;CDP                           ;;SIN RUBRO ( SUCURSALES );CDP CABA - SUR;CAPITAL FEDERAL     ;CAPITAL FEDERAL               ;CIUDAD AUTONOMA BUENOS AIRES;SALMUN FEIJOO JOSE AARON                                                                    ;555;;;;;METROPOLITANA                 ;SIN ZONA;;;METROPOLITANA                 ;;  ;;;4525;;;9010000525;;;;;;;;;;;;;;;56601525;;;2961;;;;;; ; 
O6501;CDP                           ;;SIN RUBRO ( SUCURSALES );CDP CORDOBA;CORDOBA             ;CAPITAL                       ;CORDOBA;GIARDI ANTONIO                                                                              ;3320;;;;;METROPOLITANA                 ;SIN ZONA;;;;;  ;;;;;;;;;;;;;;;;;;;;;;;;2962;;;;;; ; 
O6502;CDP                           ;;SIN RUBRO ( SUCURSALES );CDP TUCUMAN;TUCUMAN             ;CAPITAL                       ;SAN MIGUEL DE TUCUMAN;CORDOBA PROVINCIA DE                                                                        ;540;;;;;METROPOLITANA                 ;SIN ZONA;;;;;  ;;;;;;;;;;;;;;;;;;;;;;;;2963;;;;;; ; 
O6503;CDP                           ;;SIN RUBRO ( SUCURSALES );MAR DEL PLATA                 ;BUENOS AIRES        ;GENERAL PUEYRREDON            ;MAR DEL PLATA;LURO PEDRO                                                                                  ;2460;;;;;METROPOLITANA                 ;SIN ZONA;;;;;  ;;;;;;;;;;;;;;;;;;;;;;;;2964;;;;;; ; 
O6504;CDP                           ;;SIN RUBRO ( SUCURSALES );LA PLATA                      ;BUENOS AIRES        ;LA PLATA                      ;LA PLATA;51;456;;;;;METROPOLITANA                 ;SIN ZONA;;;;;  ;;;;;;;;;;;;;;;;;;;;;;;;2965;;;;;; ; 
O6505;CDP                           ;;SIN RUBRO ( SUCURSALES );CDP BAHIA BLANCA              ;BUENOS AIRES        ;BAHIA BLANCA                  ;BAHIA BLANCA;MORENO                                                                                      ;34;;;;;METROPOLITANA                 ;SIN ZONA;;;;;  ;;;;;;;;;;;;;;;;;;;;;;;;2966;;;;;; ; 
O6506;CDP                           ;;SIN RUBRO ( SUCURSALES );PAQUETERIA CORRIENTES         ;CORRIENTES          ;CAPITAL                       ;CORRIENTES;SAN JUAN                                                                                    ;1098;;;;;METROPOLITANA                 ;SIN ZONA;;;;;  ;;;;;;;;;;;;;;;;;;;;;;;;2967;;;;;; ; 
O6507;CDP                           ;;SIN RUBRO ( SUCURSALES );VIA RAPIDA                    ;CAPITAL FEDERAL     ;CAPITAL FEDERAL               ;CIUDAD AUTONOMA BUENOS AIRES;PY COMODORO                                                                                 ;2000;;;;;METROPOLITANA                 ;SIN ZONA;;;;;  ;;;;;;;;;;;;;;;;;;;;;;;;2968;;;;;; ; 
O6508;CDP                           ;;SIN RUBRO ( SUCURSALES );CDP COMODODORO RIVADAVIA      ;CHUBUT              ;ESCALANTE                     ;COMODORO RIVADAVIA;SAN MARTIN                                                                                  ;180;;;;;METROPOLITANA                 ;SIN ZONA;;;;;  ;;;;;;;;;;;;;;;;;;;;;;;;2969;;;;;; ; 
O6509;CDP                           ;;SIN RUBRO ( SUCURSALES );CDP RESISTENCIA               ;CHACO               ;SAN FERNANDO                  ;RESISTENCIA;SARMIENTO                                                                                   ;102;;;;;METROPOLITANA                 ;SIN ZONA;;;;;  ;;;;;;;;;;;;;;;;;;;;;;;;2970;;;;;; ; 
O6510;CDP                           ;;SIN RUBRO ( SUCURSALES );CDP ROSARIO;SANTA FE            ;ROSARIO                       ;ROSARIO;BUENOS AIRES                                                                                ;828;;;;;METROPOLITANA                 ;SIN ZONA;;;;;  ;;;;;;;;;;;;;;;;;;;;;;;;2971;;;;;; ; 
O6511;CDP                           ;;SIN RUBRO ( SUCURSALES );CDP SANTA FE;SANTA FE            ;LA CAPITAL                    ;SANTA FE;MENDOZA                                                                                     ;2430;;;;;METROPOLITANA                 ;SIN ZONA;;;;;  ;;;;;;;;;;;;;;;;;;;;;;;;2972;;;;;; ; 
O6512;CDP                           ;;SIN RUBRO ( SUCURSALES );CDP MENDOZA                   ;MENDOZA             ;CAPITAL                       ;MENDOZA;SAN MARTIN GENERAL JOSE DE                                                                  ;678;;;;;METROPOLITANA                 ;SIN ZONA;;;;;  ;;;;;;;;;;;;;;;;;;;;;;;;2973;;;;;; ; 
O6514;CDP                           ;;SIN RUBRO ( SUCURSALES );CDP PILAR;BUENOS AIRES        ;PILAR                         ;PILAR;MARQUEZ TOMAS                                                                               ;1294;;;;;METROPOLITANA                 ;SIN ZONA;;;;;  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ; 
O6517;CDP                           ;;SIN RUBRO ( SUCURSALES );CLOG LA PLATA;BUENOS AIRES        ;LA PLATA                      ;MANUEL B GONNET;510;2247;;;;;METROPOLITANA                 ;SIN ZONA;;;;;  ;;;B651;;;9020266651;;;;;;;;;;;;;;;56602651;;;;;;;;3949; ; 
O6518;CDP                           ;;SIN RUBRO ( SUCURSALES );CDP NEUQUEN;NEUQUEN             ;CONFLUENCIA                   ;NEUQUEN;BAHIA BLANCA                                                                                ;1015;;;;;METROPOLITANA                 ;SIN ZONA;;;;;  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ; 
O6520;CDP                           ;;SIN RUBRO ( SUCURSALES );CENTRO PAQUETERIA QUILMES;BUENOS AIRES        ;QUILMES                       ;QUILMES OESTE;RODRIGUEZ MARTIN                                                                            ;199;;;;;METROPOLITANA                 ;SIN ZONA;;;;;  ;;;4527;;;9253101527;;;;;;;;;;;;;;;56625527;;;;;;;;3183; ; 
O6521;CDP                           ;;SIN RUBRO ( SUCURSALES );CDP MERCADO CENTRAL;BUENOS AIRES        ;LA MATANZA                    ;TAPIALES;DE LA LOMA                                                                                  ;0;;;;;METROPOLITANA                 ;SIN ZONA;;;;;  ;;;4528;;;9250274528;;;;;;;;;;;;;;;56625528;;;;;;;;3184; ; 
O6522;CDP                           ;;SIN RUBRO ( SUCURSALES );CENTRO PAQUETERIA MORENO;BUENOS AIRES        ;MORENO                        ;PASO DEL REY;GRAHAM BELL ALEJANDRO                                                                       ;2200;;;;;METROPOLITANA                 ;SIN ZONA;;;;;  ;;;4529;;;9250286529;;;;;;;;;;;;;;;56625529;;;;;;;;3185; ; 
O6523;CDP                           ;;SIN RUBRO ( SUCURSALES );PAQUETERIA VICENTE LOPEZ;BUENOS AIRES        ;VICENTE LOPEZ                 ;OLIVOS;PELLIZA MARIANO                                                                             ;3756;;;;;METROPOLITANA                 ;SIN ZONA;;;;;  ;;;4530;;;9253131530;;;;;;;;;;;;;;;56625530;;;;;;;;3519; ; 
O7000;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );AGUARAY - CDD                 ;SALTA               ;GENERAL JOSE DE SAN MARTIN    ;AGUARAY;SARMIENTO                                                                                   ;1;;;;;METROPOLITANA                 ;SIN ZONA;;;CUYO - NOA                    ;;  ;;;P603;;;;;;;;;;53017603;;;;;;;;;;;;;;;;; ; 
O7001;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );CACHI - CDD                   ;SALTA               ;CACHI                         ;CACHI;GUEMES GENERAL MARTIN MIGUEL DE                                                             ;1;;;;;METROPOLITANA                 ;SIN ZONA;;;CUYO - NOA                    ;;  ;;;P611;;;;;;;;;;53017611;;;;;;;;;;;;;;;;; ; 
O7002;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );CAFAYATE - CDD                ;SALTA               ;CAFAYATE                      ;CAFAYATE;GUEMES                                                                                      ;197;;;;;METROPOLITANA                 ;SIN ZONA;;;CUYO - NOA                    ;;  ;;;P612;;;;;;;;;;53017612;;;;;;;;;;;;;;;;; ; 
O7003;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );CAMPOSANTO - CDD              ;SALTA               ;GENERAL GUEMES                ;CAMPO SANTO;;;;;;;METROPOLITANA                 ;SIN ZONA;;;CUYO - NOA                    ;;  ;;;P614;;;;;;;;;;53017614;;;;;;;;;;;;;;;;; ; 
O7004;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );CERRILLOS - CDD               ;SALTA               ;CERRILLOS                     ;CERRILLOS;AMEGHINO FLORENTINO                                                                         ;215;;;;;METROPOLITANA                 ;SIN ZONA;;;CUYO - NOA                    ;;  ;;;P615;;;;;;;;;;53017615;;;;;;;;;;;;;;;;; ; 
O7005;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );CHICOANA - CDD                ;SALTA               ;CHICOANA                      ;CHICOANA;MORILLO DOCTOR ADOLFO                                                                       ;195;;;;;METROPOLITANA                 ;SIN ZONA;;;CUYO - NOA                    ;;  ;;;P616;;;;;;;;;;53017616;;;;;;;;;;;;;;;;; ; 
O7006;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );EL CARRIL - CDD               ;SALTA               ;CHICOANA                      ;EL CARRIL;D ANDREA LUCIO                                                                              ;100;;;;;METROPOLITANA                 ;SIN ZONA;;;CUYO - NOA                    ;;  ;;;P621;;;;;;;;;;53017621;;;;;;;;;;;;;;;;; ; 
O7007;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );EL GALPON - CDD               ;SALTA               ;METAN                         ;EL GALPON;SAN MARTIN GENERAL JOSE DE                                                                  ;669;;;;;METROPOLITANA                 ;SIN ZONA;;;CUYO - NOA                    ;;  ;;;P622;;;;;;;;;;53017622;;;;;;;;;;;;;;;;; ; 
O7008;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );EMBARCACION - CDD             ;SALTA               ;GENERAL JOSE DE SAN MARTIN    ;EMBARCACION;24 DE SEPTIEMBRE                                                                            ;351;;;;;METROPOLITANA                 ;SIN ZONA;;;CUYO - NOA                    ;;  ;;;P623;;;;;;;;;;53017623;;;;;;;;;;;;;;;;; ; 
O7009;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );GRAL GUEMES - CDD;SALTA               ;GENERAL GUEMES                ;GENERAL GUEMES;CABRED DOCTOR DOMINGO                                                                       ;201;;;;;METROPOLITANA                 ;SIN ZONA;;;CUYO - NOA                    ;;  ;;;P631;;;;;;;;;;53017631;;;;;;;;;;;;;;;;; ; 
O7010;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );H.IRIGOYEN  CDD               ;SALTA               ;ORAN                          ;HIPOLITO YRIGOYEN;GUEMES GENERAL MARTIN MIGUEL DE                                                             ;0;;;;;METROPOLITANA                 ;SIN ZONA;;;CUYO - NOA                    ;;  ;;;P641;;;;;;;;;;53017641;;;;;;;;;;;;;;;;; ; 
O7011;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );J.V. GONZALEZ - CDD           ;SALTA               ;ANTA                          ;JOAQUIN V GONZALEZ;S/N 1                                                                                       ;1;;;;;METROPOLITANA                 ;SIN ZONA;;;CUYO - NOA                    ;;  ;;;P651;;;;;;;;;;53017651;;;;;;;;;;;;;;;;; ; 
O7012;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );METAN - CDD;SALTA               ;METAN                         ;SAN JOSE DE METAN;SIERRA CAPITAN JOSE IGNACIO                                                                 ;358;;;;;METROPOLITANA                 ;SIN ZONA;;;CUYO - NOA                    ;;  ;;;P661;;;;;;;;;;53017661;;;;;;;;;;;;;;;;; ; 
O7013;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );PICHANAL - CDD                ;SALTA               ;ORAN                          ;PICHANAL;SANTA FE                                                                                    ;0;;;;;METROPOLITANA                 ;SIN ZONA;;;CUYO - NOA                    ;;  ;;;P671;;;;;;;;;;53017671;;;;;;;;;;;;;;;;; ; 
O7014;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );POCITOS - CDD                 ;SALTA               ;GENERAL JOSE DE SAN MARTIN    ;SALVADOR MAZZA;SAN MARTIN                                                                                  ;100;;;;;METROPOLITANA                 ;SIN ZONA;;;CUYO - NOA                    ;;  ;;;P672;;;;;;;;;;53017672;;;;;;;;;;;;;;;;; ; 
O7015;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );RIVADAVIA - CDD               ;SALTA               ;RIVADAVIA                     ;RIVADAVIA;PERON JUAN DOMINGO                                                                          ;1;;;;;METROPOLITANA                 ;SIN ZONA;;;CUYO - NOA                    ;;  ;;;P681;;;;;;;;;;53017681;;;;;;;;;;;;;;;;; ; 
O7016;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );S.A.COBRES - CDD              ;SALTA               ;LOS ANDES                     ;SAN ANTONIO DE LOS COBRES;BELGRANO GENERAL MANUEL                                                                     ;20;;;;;METROPOLITANA                 ;SIN ZONA;;;CUYO - NOA                    ;;  ;;;P691;;;;;;;;;;53017691;;;;;;;;;;;;;;;;; ; 
O7017;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );SAN CARLOS - CDD              ;SALTA               ;SAN CARLOS                    ;SAN CARLOS;BELGRANO GENERAL MANUEL                                                                     ;1;;;;;METROPOLITANA                 ;SIN ZONA;;;CUYO - NOA                    ;;  ;;;P692;;;;;;;;;;53017692;;;;;;;;;;;;;;;;; ; 
O7018;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );S.R.N.ORAN - CDD              ;SALTA               ;ORAN                          ;SAN RAMON DE LA NUEVA ORAN;LOPEZ Y PLANES VICENTE                                                                      ;402;;;;;METROPOLITANA                 ;SIN ZONA;;;CUYO - NOA                    ;;  ;;;P693;;;;;;;;;;53017693;;;;;;;;;;;;;;;;; ; 
O7019;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );SECLANTAS - CDD;SALTA               ;MOLINOS                       ;SECLANTAS;CORNEJO GOBERNADOR ABRAHAM                                                                  ;150;;;;;METROPOLITANA                 ;SIN ZONA;;;CUYO - NOA                    ;;  ;;;P694;;;;;;;;;;53017694;;;;;;;;;;;;;;;;; ; 
O7020;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );TALA - CDD                    ;SALTA               ;LA CANDELARIA                 ;EL TALA;9 DE JULIO                                                                                  ;89;;;;;METROPOLITANA                 ;SIN ZONA;;;CUYO - NOA                    ;;  ;;;P701;;;;;;;;;;53017701;;;;;;;;;;;;;;;;; ; 
O7021;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );TARTAGAL - CDD                ;SALTA               ;GENERAL JOSE DE SAN MARTIN    ;TARTAGAL;GUEMES GENERAL MARTIN MIGUEL DE                                                             ;1;;;;;METROPOLITANA                 ;SIN ZONA;;;CUYO - NOA                    ;;  ;;;P702;;;;;;;;;;53017702;;;;;;;;;;;;;;;;; ; 
O7022;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );IRUYA - CDD                   ;SALTA               ;IRUYA                         ;IRUYA;SAN MARTIN GENERAL JOSE DE                                                                  ;0;;;;;METROPOLITANA                 ;SIN ZONA;;;CUYO - NOA                    ;;  ;;;O651;COAR;;;;;;;;;53010651;;;;;;;;;;;;;;;;; ; 
O7028;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );AYACUCHO - CDD                ;BUENOS AIRES        ;AYACUCHO                      ;AYACUCHO;YRIGOYEN PRESIDENTE HIPOLITO                                                                ;744;;;;;METROPOLITANA                 ;SIN ZONA;;;BUENOS AIRES - LA PAMPA       ;;  ;;;B625;;;;;;;;;;53002625;;;;;;;;;;;;;;;;; ; 
O7029;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );VILLA CACIQUE - CDD           ;BUENOS AIRES        ;BENITO JUAREZ                 ;VILLA CACIQUE;URUGUAY                                                                                     ;101;;;;;METROPOLITANA                 ;SIN ZONA;;;BUENOS AIRES - LA PAMPA       ;;  ;;;B995;;;;;;;;;;53002995;;;;;;;;;;;;;;;;; ; 
O7031;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );VILLA SAUZE - CDD             ;BUENOS AIRES        ;GENERAL VILLEGAS              ;VILLA SAUZE;SAUZE LUIS A                                                                                ;0;;;;;METROPOLITANA                 ;SIN ZONA;;;BUENOS AIRES - LA PAMPA       ;;  ;;;B901;;;;;;;;;;53002901;;;;;;;;;;;;;;;;; ; 
O7032;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );ALBERTI - CDD                 ;BUENOS AIRES        ;ALBERTI                       ;ALBERTI;SAN MARTIN                                                                                  ;1;;;;;METROPOLITANA                 ;SIN ZONA;;;BUENOS AIRES - LA PAMPA       ;;  ;;;B613;;;;;;;;;;53002613;;;;;;;;;;;;;;;;; ; 
