NIS;CATEGORIA;TIPO;RUBRO;DENOMINACION;PROVINCIA;PARTIDO;LOCALIDAD;CALLE;NUMERO;TITULAR;DDN;TELEFONO1;FAX;AREA;ZONA;NIS DEPENDENCIA;NOMBRE DEPENDENCIA;REGION;CATEGORIA DE SUCURSAL;EN RED;LIQUIDACION;EXENTO;DIVISION;SOCIEDAD;ALMACEN;CENTRO DE BENEFICIO;OFICINA DE CARGA DE CCT/ADMIN;CENTRO DE COSTO COMERCIAL;CENTRO DE COSTO COMERCIAL CORPORATIVO;CENTRO DE COSTO ELECTORAL;CENTRO DE COSTO GESTION DE RED;CENTRO DE COSTO OPERACIONES;CENTRO DE COSTO OPERATIVO;CENTRO DE COSTO RRHH;CENTRO DE COSTO SEGURIDAD;CENTRO DE COSTO ADMINISTRCION;CENTRO DE COSTO ADMISION;CENTRO DE COSTO CTP;CENTRO DE COSTO CTT;CENTRO DE COSTO TRANSPORTE;CENTRO DE COSTO LOGISTICA;Punto de Venta AUTO/AUTO;Punto de Venta CUENTA CORRIENTE;Punto de Venta MANUAL;Punto de Venta MANUAL/AUTO;Punto de Venta PLANTA MONTE GRANDE;Punto de Venta VIRTUAL;Punto de venta AUTO/AUTO;Punto de venta TERMINAL CARGA SAP;PAQAR_ADMISION;PAQAR_ENTREGA
O7033;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );AMEGHINO - CDD                ;BUENOS AIRES        ;FLORENTINO AMEGHINO           ;FLORENTINO AMEGHINO;9;670;;;;;METROPOLITANA                 ;SIN ZONA;;;BUENOS AIRES - LA PAMPA       ;;  ;;;B616;;;;;;;;;;53002616;;;;;;;;;;;;;;;;; ; 
O7034;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );AMERICA - CDD                 ;BUENOS AIRES        ;RIVADAVIA                     ;AMERICA;SARMIENTO                                                                                   ;282;;;;;METROPOLITANA                 ;SIN ZONA;;;BUENOS AIRES - LA PAMPA       ;;  ;;;B617;;;;;;;;;;53002617;;;;;;;;;;;;;;;;; ; 
O7035;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );ASCENCION - CDD               ;BUENOS AIRES        ;GENERAL ARENALES              ;ESTACION ASCENSION;;;;;;;METROPOLITANA                 ;SIN ZONA;;;BUENOS AIRES - LA PAMPA       ;;  ;;;B624;;;;;;;;;;53002624;;;;;;;;;;;;;;;;; ; 
O7036;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );BLAQUIER - CDD                ;BUENOS AIRES        ;FLORENTINO AMEGHINO           ;BLAQUIER;MALVINAS ARGENTINAS                                                                         ;0;;;;;METROPOLITANA                 ;SIN ZONA;;;BUENOS AIRES - LA PAMPA       ;;  ;;;B646;;;;;;;;;;53002646;;;;;;;;;;;;;;;;; ; 
O7037;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );BOLIVAR - CDD                 ;BUENOS AIRES        ;BOLIVAR                       ;SAN CARLOS DE BOLIVAR;ALVEAR                                                                                      ;1;;;;;METROPOLITANA                 ;SIN ZONA;;;BUENOS AIRES - LA PAMPA       ;;  ;;;B647;;;;;;;;;;53002647;;;;;;;;;;;;;;;;; ; 
O7038;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );BRAGADO;BUENOS AIRES        ;BRAGADO                       ;BRAGADO;BELGRANO DOCTOR MANUEL                                                                      ;1101;;;;;METROPOLITANA                 ;SIN ZONA;;;BUENOS AIRES - LA PAMPA       ;;  ;;;B650;;;;;;;;;;53002650;;;;;;;;;;;2830;;;;;; ; 
O7039;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );CAÑADA SECA - CDD             ;BUENOS AIRES        ;GENERAL VILLEGAS              ;CAÑADA SECA;AGOTE DOCTOR LUIS                                                                           ;1;;;;;METROPOLITANA                 ;SIN ZONA;;;BUENOS AIRES - LA PAMPA       ;;  ;;;B664;;;;;;;;;;53002664;;;;;;;;;;;;;;;;; ; 
O7040;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );CARLOS CASARES - CDD          ;BUENOS AIRES        ;CARLOS CASARES                ;CARLOS CASARES;LAMADRID GENERAL                                                                            ;1;;;;;METROPOLITANA                 ;SIN ZONA;;;BUENOS AIRES - LA PAMPA       ;;  ;;;B669;;;;;;;;;;53002669;;;;;;;;;;;2831;;;;;; ; 
O7041;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );CARLOS TEJEDOR - CDD          ;BUENOS AIRES        ;CARLOS TEJEDOR                ;CARLOS TEJEDOR;GARRE ESTEBAN Y SANTIAGO                                                                    ;251;;;;;METROPOLITANA                 ;SIN ZONA;;;BUENOS AIRES - LA PAMPA       ;;  ;;;B671;;;;;;;;;;53002671;;;;;;;;;;;;;;;;; ; 
O7042;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );CHACABUCO - CDD               ;BUENOS AIRES        ;CHACABUCO                     ;CHACABUCO;ALBERDI JUAN BAUTISTA                                                                       ;100;;;;;METROPOLITANA                 ;SIN ZONA;;;BUENOS AIRES - LA PAMPA       ;;  ;;;B676;;;;;;;;;;53002676;;;;;;;;;;;;;;;;; ; 
O7043;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );CHIVILCOY;BUENOS AIRES        ;CHIVILCOY                     ;CHIVILCOY;BELGRANO                                                                                    ;7;;;;;METROPOLITANA                 ;SIN ZONA;;;BUENOS AIRES - LA PAMPA       ;;  ;;;B679;;;;;;;;;;53002679;;;;;;;;;;;2866;;;;;; ; 
O7045;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );DEL VALLE - CDD;BUENOS AIRES        ;25 DE MAYO                    ;DEL VALLE;CASTELLI JUAN JOSE                                                                          ;0;;;;;METROPOLITANA                 ;SIN ZONA;;;BUENOS AIRES - LA PAMPA       ;;  ;;;B703;;;;;;;;;;53002703;;;;;;;;;;;;;;;;; ; 
O7046;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );DUDIGNAC - CDD                ;BUENOS AIRES        ;9 DE JULIO                    ;DUDIGNAC;GOSETTI Y BIGA                                                                              ;0;;;;;METROPOLITANA                 ;SIN ZONA;;;BUENOS AIRES - LA PAMPA       ;;  ;;;B706;;;;;;;;;;53002706;;;;;;;;;;;;;;;;; ; 
O7047;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );GRAL. ARENALES - CDD          ;BUENOS AIRES        ;GENERAL ARENALES              ;GENERAL ARENALES;CURUTCHET DOCTOR VALENTIN                                                                   ;145;;;;;METROPOLITANA                 ;SIN ZONA;;;BUENOS AIRES - LA PAMPA       ;;  ;;;B734;;;;;;;;;;53002734;;;;;;;;;;;;;;;;; ; 
O7048;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );GRAL. OÏBRIEN - CDD           ;BUENOS AIRES        ;BRAGADO                       ;GENERAL O BRIEN;25 DE MAYO                                                                                  ;48;;;;;METROPOLITANA                 ;SIN ZONA;;;BUENOS AIRES - LA PAMPA       ;;  ;;;B742;;;;;;;;;;53002742;;;;;;;;;;;;;;;;; ; 
O7049;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );GRAL. PINTO - CDD             ;BUENOS AIRES        ;GENERAL PINTO                 ;GENERAL PINTO;SAN MARTIN GENERAL JOSE DE                                                                  ;339;;;;;METROPOLITANA                 ;SIN ZONA;;;BUENOS AIRES - LA PAMPA       ;;  ;;;B743;;;;;;;;;;53002743;;;;;;;;;;;;;;;;; ; 
O7051;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );HENDERSON - CDD               ;BUENOS AIRES        ;HIPOLITO YRIGOYEN             ;HENDERSON;ALMAFUERTE                                                                                  ;1;;;;;METROPOLITANA                 ;SIN ZONA;;;BUENOS AIRES - LA PAMPA       ;;  ;;;B761;;;;;;;;;;53002761;;;;;;;;;;;;;;;;; ; 
O7053;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );J.B.ALBERDI - CDD             ;BUENOS AIRES        ;LEANDRO N ALEM                ;JUAN BAUTISTA ALBERDI;RIVADAVIA BERNARDINO                                                                        ;250;;;;;METROPOLITANA                 ;SIN ZONA;;;BUENOS AIRES - LA PAMPA       ;;  ;;;B784;;;;;;;;;;53002784;;;;;;;;;;;;;;;;; ; 
O7054;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );JUNIN;BUENOS AIRES        ;JUNIN                         ;JUNIN;RIVADAVIA                                                                                   ;5;;;;;METROPOLITANA                 ;SIN ZONA;;;BUENOS AIRES - LA PAMPA       ;;  ;;;B787;;;;;;;;;;53002787;;;;;;;;;;;2845;;;;;; ; 
O7056;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );LINCOLN - CDD                 ;BUENOS AIRES        ;LINCOLN                       ;LINCOLN;25 DE MAYO                                                                                  ;100;;;;;METROPOLITANA                 ;SIN ZONA;;;BUENOS AIRES - LA PAMPA       ;;  ;;;B801;;;;;;;;;;53002801;;;;;;;;;;;2835;;;;;; ; 
O7057;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );LOS TOLDOS - CDD              ;BUENOS AIRES        ;GENERAL VIAMONTE              ;LOS TOLDOS;AVELLANEDA                                                                                  ;464;;;;;METROPOLITANA                 ;SIN ZONA;;;BUENOS AIRES - LA PAMPA       ;;  ;;;B806;;;;;;;;;;53002806;;;;;;;;;;;;;;;;; ; 
O7058;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );LUJAN;BUENOS AIRES        ;LUJAN                         ;LUJAN;MITRE BARTOLOME                                                                             ;571;;;;;METROPOLITANA                 ;SIN ZONA;;;BUENOS AIRES - LA PAMPA       ;;  ;;;B807;;;;;;;;;;53002807;;;;;;;;;;;2847;;;;;; ; 
O7059;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );9 DE JULIO;BUENOS AIRES        ;9 DE JULIO                    ;9 DE JULIO;MITRE BARTOLOME                                                                             ;794;;;;;METROPOLITANA                 ;SIN ZONA;;;BUENOS AIRES - LA PAMPA       ;;  ;;;B844;;;;;;;;;;53002844;;;;;;;;;;;2837;;;;;; ; 
O7063;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );PEHUAJO;BUENOS AIRES        ;PEHUAJO                       ;PEHUAJO;RIVAROLA                                                                                    ;345;;;;;METROPOLITANA                 ;SIN ZONA;;;BUENOS AIRES - LA PAMPA       ;;  ;;;B864;;;;;;;;;;53002864;;;;;;;;;;;2838;;;;;; ; 
O7064;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );PELLEGRINI - CDD              ;BUENOS AIRES        ;PELLEGRINI                    ;PELLEGRINI;SAN MARTIN                                                                                  ;100;;;;;METROPOLITANA                 ;SIN ZONA;;;BUENOS AIRES - LA PAMPA       ;;  ;;;B865;;;;;;;;;;53002865;;;;;;;;;;;;;;;;; ; 
O7065;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );QUENUMA - CDD                 ;BUENOS AIRES        ;SALLIQUELO                    ;QUENUMA;RIVADAVIA                                                                                   ;0;;;;;METROPOLITANA                 ;SIN ZONA;;;BUENOS AIRES - LA PAMPA       ;;  ;;;B881;;;;;;;;;;53002881;;;;;;;;;;;;;;;;; ; 
O7066;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );QUIROGA - CDD                 ;BUENOS AIRES        ;9 DE JULIO                    ;QUIROGA;SAN LUIS                                                                                    ;517;;;;;METROPOLITANA                 ;SIN ZONA;;;BUENOS AIRES - LA PAMPA       ;;  ;;;B883;;;;;;;;;;53002883;;;;;;;;;;;;;;;;; ; 
O7068;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );ROJAS - CDD                   ;BUENOS AIRES        ;ROJAS                         ;ROJAS;25 DE MAYO                                                                                  ;597;;;;;METROPOLITANA                 ;SIN ZONA;;;BUENOS AIRES - LA PAMPA       ;;  ;;;B899;;;;;;;;;;53002899;;;;;;;;;;;;;;;;; ; 
O7069;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );SALLIQUELO - CDD              ;BUENOS AIRES        ;SALLIQUELO                    ;SALLIQUELO;STROEDER HUGO                                                                               ;10;;;;;METROPOLITANA                 ;SIN ZONA;;;BUENOS AIRES - LA PAMPA       ;;  ;;;B915;;;;;;;;;;53002915;;;;;;;;;;;;;;;;; ; 
O7070;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );SALTO - CDD                   ;BUENOS AIRES        ;SALTO                         ;SALTO;SARMIENTO                                                                                   ;86;;;;;METROPOLITANA                 ;SIN ZONA;;;BUENOS AIRES - LA PAMPA       ;;  ;;;B916;;;;;;;;;;53002916;;;;;;;;;;;;;;;;; ; 
O7072;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );SANTA REGINA - CDD            ;BUENOS AIRES        ;GENERAL VILLEGAS              ;SANTA REGINA;LIBERTAD                                                                                    ;0;;;;;METROPOLITANA                 ;SIN ZONA;;;BUENOS AIRES - LA PAMPA       ;;  ;;;B931;;;;;;;;;;53002931;;;;;;;;;;;;;;;;; ; 
O7073;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );SUIPACHA - CDD                ;BUENOS AIRES        ;SUIPACHA                      ;SUIPACHA;SAN MARTIN                                                                                  ;213;;;;;METROPOLITANA                 ;SIN ZONA;;;BUENOS AIRES - LA PAMPA       ;;  ;;;B951;;;;;;;;;;53002951;;;;;;;;;;;;;;;;; ; 
O7075;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );TRES LOMAS - CDD              ;BUENOS AIRES        ;TRES LOMAS                    ;TRES LOMAS;9 DE JULIO                                                                                  ;649;;;;;METROPOLITANA                 ;SIN ZONA;;;BUENOS AIRES - LA PAMPA       ;;  ;;;B971;;;;;;;;;;53002971;;;;;;;;;;;;;;;;; ; 
O7076;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );VEDIA - CDD                   ;BUENOS AIRES        ;LEANDRO N ALEM                ;VEDIA;DUNCKLER RODOLFO                                                                            ;100;;;;;METROPOLITANA                 ;SIN ZONA;;;BUENOS AIRES - LA PAMPA       ;;  ;;;B991;;;;;;;;;;53002991;;;;;;;;;;;;;;;;; ; 
O7077;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );25 DE MAYO - CDD              ;BUENOS AIRES        ;25 DE MAYO                    ;25 DE MAYO;11;825;;;;;METROPOLITANA                 ;SIN ZONA;;;BUENOS AIRES - LA PAMPA       ;;  ;;;B992;;;;;;;;;;53002992;;;;;;;;;;;;;;;;; ; 
O7078;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );VILLA MOQUEHUA - CDD          ;BUENOS AIRES        ;CHIVILCOY                     ;VILLA MOQUEHUA;YAPEYU                                                                                      ;279;;;;;METROPOLITANA                 ;SIN ZONA;;;BUENOS AIRES - LA PAMPA       ;;  ;;;B900;;;;;;;;;;53002900;;;;;;;;;;;;;;;;; ; 
O7079;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );ARRECIFES - CDD               ;BUENOS AIRES        ;ARRECIFES                     ;ARRECIFES;GUTIERREZ RICARDO                                                                           ;421;;;;;METROPOLITANA                 ;SIN ZONA;;;BUENOS AIRES - LA PAMPA       ;;  ;;;B620;;;;;;;;;;53002620;;;;;;;;;;;;;;;;; ; 
O7081;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );CONESA - CDD                  ;BUENOS AIRES        ;SAN NICOLAS                   ;CONESA;RIVADAVIA                                                                                   ;10;;;;;METROPOLITANA                 ;SIN ZONA;;;BUENOS AIRES - LA PAMPA       ;;  ;;;B684;;;;;;;;;;53002684;;;;;;;;;;;;;;;;; ; 
O7083;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );ING. MASCHWITZ - CDD;BUENOS AIRES        ;ESCOBAR                       ;INGENIERO MASCHWITZ;LA PLATA                                                                                    ;1125;;;;;METROPOLITANA                 ;SIN ZONA;;;METROPOLITANA                 ;;  ;;;B773;;;;;;;;;;53002773;;;;;;;;;;;;;;;;; ; 
O7084;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );RAMALLO - CDD                 ;BUENOS AIRES        ;RAMALLO                       ;RAMALLO;PERON EVA                                                                                   ;698;;;;;METROPOLITANA                 ;SIN ZONA;;;BUENOS AIRES - LA PAMPA       ;;  ;;;B892;;;;;;;;;;53002892;;;;;;;;;;;2834;;;;;; ; 
O7085;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );SAN NICOLAS;BUENOS AIRES        ;SAN NICOLAS                   ;SAN NICOLAS DE LOS ARROYOS;DE LA NACION                                                                                ;175;;;;;METROPOLITANA                 ;SIN ZONA;;;CENTRO - NEA                  ;;  ;;;B926;;;;;;;;;;53002926;;;;;;;;;;;;;;;;; ; 
O7086;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );SANTA LUCIA - CDD             ;BUENOS AIRES        ;SAN PEDRO                     ;SANTA LUCIA;O FARRELL JUAN                                                                              ;498;;;;;METROPOLITANA                 ;SIN ZONA;;;BUENOS AIRES - LA PAMPA       ;;  ;;;B930;;;;;;;;;;53002930;;;;;;;;;;;;;;;;; ; 
O7087;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );STROEDER - CDD                ;BUENOS AIRES        ;PATAGONES                     ;STROEDER;STROEDER HUGO                                                                               ;76;;;;;METROPOLITANA                 ;SIN ZONA;;;BUENOS AIRES - LA PAMPA       ;;  ;;;B936;;;;;;;;;;53002936;;;;;;;;;;;;;;;;; ; 
O7088;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );TORNQUIST - CDD               ;BUENOS AIRES        ;TORNQUIST                     ;TORNQUIST;25 DE MAYO                                                                                  ;325;;;;;METROPOLITANA                 ;SIN ZONA;;;BUENOS AIRES - LA PAMPA       ;;  ;;;B964;;;;;;;;;;53002964;;;;;;;;;;;;;;;;; ; 
O7089;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );TRES ARROYOS - CDD            ;BUENOS AIRES        ;TRES ARROYOS                  ;TRES ARROYOS;MORENO                                                                                      ;218;;;;;METROPOLITANA                 ;SIN ZONA;;;BUENOS AIRES - LA PAMPA       ;;  ;;;B970;;;;;;;;;;53002970;;;;;;;;;;;2861;;;;;; ; 
O7090;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );VILLA IRIS - CDD              ;BUENOS AIRES        ;PUAN                          ;VILLA IRIS;AVELLANEDA DOCTOR NICOLAS                                                                   ;7;;;;;METROPOLITANA                 ;SIN ZONA;;;BUENOS AIRES - LA PAMPA       ;;  ;;;B999;;;;;;;;;;53002999;;;;;;;;;;;;;;;;; ; 
O7091;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );VILLALONGA - CDD              ;BUENOS AIRES        ;PATAGONES                     ;VILLALONGA;URQUIJO DE SEXE FRANCISCA                                                                   ;170;;;;;METROPOLITANA                 ;SIN ZONA;;;BUENOS AIRES - LA PAMPA       ;;  ;;;B902;;;;;;;;;;53002902;;;;;;;;;;;;;;;;; ; 
O7092;CDD                           ;CDD;SIN RUBRO ( SUCURSALES );AZUL - CDD                    ;BUENOS AIRES        ;AZUL                          ;AZUL;YRIGOYEN HIPOLITO                                                                           ;549;;;;;METROPOLITANA                 ;SIN ZONA;;;BUENOS AIRES - LA PAMPA       ;;  ;;;B626;;;;;;;;;;53002626;;;;;;;;;;;2852;;;;;; ; 
